cname,RT,precursor,formula,predicted_molecular_formula,delta_mass_predicted_formula_m/z,delta_mass_predicted_formula_m/z_ppm,parent_nucleus_category,delta_mass_m/z_parent_nucleus,substituent_combinations_text,substituents+formula,substituents+parent_nucleus_mass,delta_mass_predicted_m/z,ppm_difference,predicted_molecular_formula_correct,predicted_molecular_formula_correct,total_number_of_substituent_combinations,link,top_20_abundance_fragments_HCD110,top_20_abundance_fragments_HCD50,CH3/CH4_neutral_loss_judgement,minimum_ppm_CH3/CH4_neutral_loss
57,14.950423,352.15454,,C21H22NO4,0.0003399999999942338,0.96549,234.12773,118.02680999999998,1-CH3+1-OH+1-OCH3+1-CH2OCH2O-,C21H22NO4,352.154336,-0.00020399999998232943,0.57929,,,37,,,,,
57,14.950423,352.15454,,C21H22NO4,0.0003399999999942338,0.96549,234.12773,118.02680999999998,2-CH3+1-OH+1-CH2OH+1-OCH2O-,C21H22NO4,352.154336,-0.00020399999998232943,0.57929,,,37,,,,0,8.829772655783362
57,14.950423,352.15454,,C21H22NO4,0.0003399999999942338,0.96549,234.12773,118.02680999999998,2-CH3+1-OH+2-CH2OH+1-O,C21H22NO4,352.154336,-0.00020399999998232943,0.57929,,,37,,,,0,8.829772655783362
57,14.950423,352.15454,,C21H22NO4,0.0003399999999942338,0.96549,234.12773,118.02680999999998,2-CH3+1-OH+1-OCH3+1-OCH2O-,C21H22NO4,352.154336,-0.00020399999998232943,0.57929,,,37,,,,,
57,14.950423,352.15454,,C21H22NO4,0.0003399999999942338,0.96549,234.12773,118.02680999999998,2-CH3+1-OH+1-OCH3+1-CH2OH+1-O,C21H22NO4,352.154336,-0.00020399999998232943,0.57929,,,37,,,,,
57,14.950423,352.15454,,C21H22NO4,0.0003399999999942338,0.96549,234.12773,118.02680999999998,2-CH3+1-OH+2-OCH3+1-O,C21H22NO4,352.154336,-0.00020399999998232943,0.57929,,,37,,,,,
57,14.950423,352.15454,,C21H22NO4,0.0003399999999942338,0.96549,234.12773,118.02680999999998,2-CH3+2-OH+1-CH2OCH2O-,C21H22NO4,352.154336,-0.00020399999998232943,0.57929,,,37,,,,0,8.829772655783362
57,14.950423,352.15454,,C21H22NO4,0.0003399999999942338,0.96549,234.12773,118.02680999999998,3-CH3+2-OH+1-OCH2O-,C21H22NO4,352.154336,-0.00020399999998232943,0.57929,,,37,,,,0,8.829772655783362
57,14.950423,352.15454,,C21H22NO4,0.0003399999999942338,0.96549,234.12773,118.02680999999998,3-CH3+2-OH+1-CH2OH+1-O,C21H22NO4,352.154336,-0.00020399999998232943,0.57929,,,37,,,,0,8.829772655783362
57,14.950423,352.15454,,C21H22NO4,0.0003399999999942338,0.96549,234.12773,118.02680999999998,3-CH3+2-OH+1-OCH3+1-O,C21H22NO4,352.154336,-0.00020399999998232943,0.57929,,,37,,,,,
57,14.950423,352.15454,,C21H22NO4,0.0003399999999942338,0.96549,234.12773,118.02680999999998,4-CH3+3-OH+1-O,C21H22NO4,352.154336,-0.00020399999998232943,0.57929,,,37,,,,0,8.829772655783362
58,14.300555,352.15457,,C21H22NO4,0.0003100000000131331,0.8803,232.11208,120.04248999999999,4-CH2OH,C21H22NO4,352.154336,-0.00023399999999185184,0.66448,,,37,file:\\\C:\work\MS-SMART\results\20230420-XTW-HCD110\_ID58_ppm4=5_352.15457.html,278.08038 (100.0) / 220.07526 (72.1) / 235.06221 (44.4) / 232.0753 (38.5) / 248.07004 (34.9) / 234.09077 (34.4) / 263.05707 (33.8) / 250.08568 (33.4) / 262.08539 (29.5) / 294.07544 (25.5) / 233.08295 (25.2) / 249.07779 (25.2) / 246.09076 (24.1) / 290.08044 (23.7) / 318.07526 (22.6) / 204.08049 (22.4) / 260.06995 (17.5) / 277.07285 (17.2) / 276.06506 (15.1) / 274.08548 (15.0) / ,352.15326 (100.0) / 336.12207 (71.4) / 308.12732 (45.1) / 337.12985 (38.8) / 294.1116 (28.9) / 292.09607 (25.9) / 322.10645 (24.6) / 320.09048 (22.5) / 320.1275 (15.5) / 278.0802 (14.1) / 321.09903 (7.3) / 304.09607 (7.0) / 279.08868 (4.4) / 334.10632 (4.1) / 264.10059 (4.0) / 293.10422 (3.8) / 323.11407 (3.6) / 250.08528 (2.8) / 307.08316 (2.5) / 318.07434 (2.2) / ,0,6.926147988725793
58,14.300555,352.15457,,C21H22NO4,0.0003100000000131331,0.8803,232.11208,120.04248999999999,1-OCH3+3-CH2OH,C21H22NO4,352.154336,-0.00023399999999185184,0.66448,,,37,,,,,
58,14.300555,352.15457,,C21H22NO4,0.0003100000000131331,0.8803,232.11208,120.04248999999999,2-OCH3+2-CH2OH,C21H22NO4,352.154336,-0.00023399999999185184,0.66448,,,37,,,,,
58,14.300555,352.15457,,C21H22NO4,0.0003100000000131331,0.8803,232.11208,120.04248999999999,3-OCH3+1-CH2OH,C21H22NO4,352.154336,-0.00023399999999185184,0.66448,,,37,,,,,
58,14.300555,352.15457,,C21H22NO4,0.0003100000000131331,0.8803,232.11208,120.04248999999999,4-OCH3,C21H22NO4,352.154336,-0.00023399999999185184,0.66448,,,37,,,,,
58,14.300555,352.15457,,C21H22NO4,0.0003100000000131331,0.8803,232.11208,120.04248999999999,1-CH3+1-OH+3-CH2OH,C21H22NO4,352.154336,-0.00023399999999185184,0.66448,,,37,,,,0,6.926147988725793
58,14.300555,352.15457,,C21H22NO4,0.0003100000000131331,0.8803,232.11208,120.04248999999999,1-CH3+1-OH+1-OCH3+2-CH2OH,C21H22NO4,352.154336,-0.00023399999999185184,0.66448,,,37,,,,,
58,14.300555,352.15457,,C21H22NO4,0.0003100000000131331,0.8803,232.11208,120.04248999999999,1-CH3+1-OH+2-OCH3+1-CH2OH,C21H22NO4,352.154336,-0.00023399999999185184,0.66448,,,37,,,,,
58,14.300555,352.15457,,C21H22NO4,0.0003100000000131331,0.8803,232.11208,120.04248999999999,1-CH3+1-OH+3-OCH3,C21H22NO4,352.154336,-0.00023399999999185184,0.66448,,,37,,,,,
58,14.300555,352.15457,,C21H22NO4,0.0003100000000131331,0.8803,232.11208,120.04248999999999,2-CH3+2-OH+2-CH2OH,C21H22NO4,352.154336,-0.00023399999999185184,0.66448,,,37,,,,0,6.926147988725793
58,14.300555,352.15457,,C21H22NO4,0.0003100000000131331,0.8803,232.11208,120.04248999999999,2-CH3+2-OH+1-OCH3+1-CH2OH,C21H22NO4,352.154336,-0.00023399999999185184,0.66448,,,37,,,,,
58,14.300555,352.15457,,C21H22NO4,0.0003100000000131331,0.8803,232.11208,120.04248999999999,2-CH3+2-OH+2-OCH3,C21H22NO4,352.154336,-0.00023399999999185184,0.66448,,,37,,,,,
58,14.300555,352.15457,,C21H22NO4,0.0003100000000131331,0.8803,232.11208,120.04248999999999,3-CH3+3-OH+1-CH2OH,C21H22NO4,352.154336,-0.00023399999999185184,0.66448,,,37,,,,0,6.926147988725793
58,14.300555,352.15457,,C21H22NO4,0.0003100000000131331,0.8803,232.11208,120.04248999999999,3-CH3+3-OH+1-OCH3,C21H22NO4,352.154336,-0.00023399999999185184,0.66448,,,37,,,,,
58,14.300555,352.15457,,C21H22NO4,0.0003100000000131331,0.8803,232.11208,120.04248999999999,4-CH3+4-OH,C21H22NO4,352.154336,-0.00023399999999185184,0.66448,,,37,,,,0,6.926147988725793
58,14.300555,352.15457,,C21H22NO4,0.0003100000000131331,0.8803,234.12773,118.02683999999996,2-CH2OH+1-CH2OCH2O-,C21H22NO4,352.154336,-0.00023399999996343013,0.66448,,,37,,,,0,6.926147988725793
58,14.300555,352.15457,,C21H22NO4,0.0003100000000131331,0.8803,234.12773,118.02683999999996,1-OCH3+1-CH2OH+1-CH2OCH2O-,C21H22NO4,352.154336,-0.00023399999996343013,0.66448,,,37,,,,,
58,14.300555,352.15457,,C21H22NO4,0.0003100000000131331,0.8803,234.12773,118.02683999999996,2-OCH3+1-CH2OCH2O-,C21H22NO4,352.154336,-0.00023399999996343013,0.66448,,,37,,,,,
58,14.300555,352.15457,,C21H22NO4,0.0003100000000131331,0.8803,234.12773,118.02683999999996,1-CH3+2-CH2OH+1-OCH2O-,C21H22NO4,352.154336,-0.00023399999996343013,0.66448,,,37,,,,0,6.926147988725793
58,14.300555,352.15457,,C21H22NO4,0.0003100000000131331,0.8803,234.12773,118.02683999999996,1-CH3+3-CH2OH+1-O,C21H22NO4,352.154336,-0.00023399999996343013,0.66448,,,37,,,,0,6.926147988725793
58,14.300555,352.15457,,C21H22NO4,0.0003100000000131331,0.8803,234.12773,118.02683999999996,1-CH3+1-OCH3+1-CH2OH+1-OCH2O-,C21H22NO4,352.154336,-0.00023399999996343013,0.66448,,,37,,,,,
58,14.300555,352.15457,,C21H22NO4,0.0003100000000131331,0.8803,234.12773,118.02683999999996,1-CH3+1-OCH3+2-CH2OH+1-O,C21H22NO4,352.154336,-0.00023399999996343013,0.66448,,,37,,,,,
58,14.300555,352.15457,,C21H22NO4,0.0003100000000131331,0.8803,234.12773,118.02683999999996,1-CH3+2-OCH3+1-OCH2O-,C21H22NO4,352.154336,-0.00023399999996343013,0.66448,,,37,,,,,
58,14.300555,352.15457,,C21H22NO4,0.0003100000000131331,0.8803,234.12773,118.02683999999996,1-CH3+2-OCH3+1-CH2OH+1-O,C21H22NO4,352.154336,-0.00023399999996343013,0.66448,,,37,,,,,
58,14.300555,352.15457,,C21H22NO4,0.0003100000000131331,0.8803,234.12773,118.02683999999996,1-CH3+3-OCH3+1-O,C21H22NO4,352.154336,-0.00023399999996343013,0.66448,,,37,,,,,
58,14.300555,352.15457,,C21H22NO4,0.0003100000000131331,0.8803,234.12773,118.02683999999996,1-CH3+1-OH+1-CH2OH+1-CH2OCH2O-,C21H22NO4,352.154336,-0.00023399999996343013,0.66448,,,37,,,,0,6.926147988725793
58,14.300555,352.15457,,C21H22NO4,0.0003100000000131331,0.8803,234.12773,118.02683999999996,1-CH3+1-OH+1-OCH3+1-CH2OCH2O-,C21H22NO4,352.154336,-0.00023399999996343013,0.66448,,,37,,,,,
58,14.300555,352.15457,,C21H22NO4,0.0003100000000131331,0.8803,234.12773,118.02683999999996,2-CH3+1-OH+1-CH2OH+1-OCH2O-,C21H22NO4,352.154336,-0.00023399999996343013,0.66448,,,37,,,,0,6.926147988725793
58,14.300555,352.15457,,C21H22NO4,0.0003100000000131331,0.8803,234.12773,118.02683999999996,2-CH3+1-OH+2-CH2OH+1-O,C21H22NO4,352.154336,-0.00023399999996343013,0.66448,,,37,,,,0,6.926147988725793
58,14.300555,352.15457,,C21H22NO4,0.0003100000000131331,0.8803,234.12773,118.02683999999996,2-CH3+1-OH+1-OCH3+1-OCH2O-,C21H22NO4,352.154336,-0.00023399999996343013,0.66448,,,37,,,,,
58,14.300555,352.15457,,C21H22NO4,0.0003100000000131331,0.8803,234.12773,118.02683999999996,2-CH3+1-OH+1-OCH3+1-CH2OH+1-O,C21H22NO4,352.154336,-0.00023399999996343013,0.66448,,,37,,,,,
58,14.300555,352.15457,,C21H22NO4,0.0003100000000131331,0.8803,234.12773,118.02683999999996,2-CH3+1-OH+2-OCH3+1-O,C21H22NO4,352.154336,-0.00023399999996343013,0.66448,,,37,,,,,
58,14.300555,352.15457,,C21H22NO4,0.0003100000000131331,0.8803,234.12773,118.02683999999996,2-CH3+2-OH+1-CH2OCH2O-,C21H22NO4,352.154336,-0.00023399999996343013,0.66448,,,37,,,,0,6.926147988725793
58,14.300555,352.15457,,C21H22NO4,0.0003100000000131331,0.8803,234.12773,118.02683999999996,3-CH3+2-OH+1-OCH2O-,C21H22NO4,352.154336,-0.00023399999996343013,0.66448,,,37,,,,0,6.926147988725793
58,14.300555,352.15457,,C21H22NO4,0.0003100000000131331,0.8803,234.12773,118.02683999999996,3-CH3+2-OH+1-CH2OH+1-O,C21H22NO4,352.154336,-0.00023399999996343013,0.66448,,,37,,,,0,6.926147988725793
58,14.300555,352.15457,,C21H22NO4,0.0003100000000131331,0.8803,234.12773,118.02683999999996,3-CH3+2-OH+1-OCH3+1-O,C21H22NO4,352.154336,-0.00023399999996343013,0.66448,,,37,,,,,
58,14.300555,352.15457,,C21H22NO4,0.0003100000000131331,0.8803,234.12773,118.02683999999996,4-CH3+3-OH+1-O,C21H22NO4,352.154336,-0.00023399999996343013,0.66448,,,37,,,,0,6.926147988725793
59,12.975829,352.15485,,C21H22NO4,2.99999999811007e-05,0.08519,232.11208,120.04277000000002,4-CH2OH,C21H22NO4,352.154336,-0.0005140000000238842,1.45959,,,37,file:\\\C:\work\MS-SMART\results\20230420-XTW-HCD110\_ID59_ppm4=5_352.15485.html,278.08029 (100.0) / 220.07523 (69.7) / 235.06229 (44.3) / 250.0856 (38.1) / 248.06998 (37.9) / 232.07492 (36.5) / 234.09074 (35.8) / 263.05734 (33.9) / 262.08545 (31.4) / 290.08041 (26.5) / 294.07507 (26.5) / 233.08295 (26.0) / 246.09071 (24.6) / 204.0804 (23.7) / 318.07513 (22.3) / 249.07768 (22.0) / 276.06494 (19.1) / 260.07007 (17.2) / 277.07272 (16.9) / 274.08582 (15.3) / ,352.15344 (100.0) / 336.12222 (73.8) / 308.1275 (45.0) / 337.13 (43.0) / 294.11191 (25.8) / 292.09625 (22.9) / 322.10681 (22.6) / 320.0907 (18.7) / 320.12762 (14.7) / 278.08051 (10.8) / 321.09875 (5.4) / 304.09607 (5.3) / 334.10663 (4.5) / 279.08865 (4.1) / 293.10406 (4.0) / 264.10104 (4.0) / 250.08629 (3.0) / 323.11487 (2.8) / 318.07697 (2.3) / 263.09406 (1.9) / ,0,5.022523321668225
59,12.975829,352.15485,,C21H22NO4,2.99999999811007e-05,0.08519,232.11208,120.04277000000002,1-OCH3+3-CH2OH,C21H22NO4,352.154336,-0.0005140000000238842,1.45959,,,37,,,,,
59,12.975829,352.15485,,C21H22NO4,2.99999999811007e-05,0.08519,232.11208,120.04277000000002,2-OCH3+2-CH2OH,C21H22NO4,352.154336,-0.0005140000000238842,1.45959,,,37,,,,,
59,12.975829,352.15485,,C21H22NO4,2.99999999811007e-05,0.08519,232.11208,120.04277000000002,3-OCH3+1-CH2OH,C21H22NO4,352.154336,-0.0005140000000238842,1.45959,,,37,,,,,
59,12.975829,352.15485,,C21H22NO4,2.99999999811007e-05,0.08519,232.11208,120.04277000000002,4-OCH3,C21H22NO4,352.154336,-0.0005140000000238842,1.45959,,,37,,,,,
59,12.975829,352.15485,,C21H22NO4,2.99999999811007e-05,0.08519,232.11208,120.04277000000002,1-CH3+1-OH+3-CH2OH,C21H22NO4,352.154336,-0.0005140000000238842,1.45959,,,37,,,,0,5.022523321668225
59,12.975829,352.15485,,C21H22NO4,2.99999999811007e-05,0.08519,232.11208,120.04277000000002,1-CH3+1-OH+1-OCH3+2-CH2OH,C21H22NO4,352.154336,-0.0005140000000238842,1.45959,,,37,,,,,
59,12.975829,352.15485,,C21H22NO4,2.99999999811007e-05,0.08519,232.11208,120.04277000000002,1-CH3+1-OH+2-OCH3+1-CH2OH,C21H22NO4,352.154336,-0.0005140000000238842,1.45959,,,37,,,,,
59,12.975829,352.15485,,C21H22NO4,2.99999999811007e-05,0.08519,232.11208,120.04277000000002,1-CH3+1-OH+3-OCH3,C21H22NO4,352.154336,-0.0005140000000238842,1.45959,,,37,,,,,
59,12.975829,352.15485,,C21H22NO4,2.99999999811007e-05,0.08519,232.11208,120.04277000000002,2-CH3+2-OH+2-CH2OH,C21H22NO4,352.154336,-0.0005140000000238842,1.45959,,,37,,,,0,5.022523321668225
59,12.975829,352.15485,,C21H22NO4,2.99999999811007e-05,0.08519,232.11208,120.04277000000002,2-CH3+2-OH+1-OCH3+1-CH2OH,C21H22NO4,352.154336,-0.0005140000000238842,1.45959,,,37,,,,,
59,12.975829,352.15485,,C21H22NO4,2.99999999811007e-05,0.08519,232.11208,120.04277000000002,2-CH3+2-OH+2-OCH3,C21H22NO4,352.154336,-0.0005140000000238842,1.45959,,,37,,,,,
59,12.975829,352.15485,,C21H22NO4,2.99999999811007e-05,0.08519,232.11208,120.04277000000002,3-CH3+3-OH+1-CH2OH,C21H22NO4,352.154336,-0.0005140000000238842,1.45959,,,37,,,,0,5.022523321668225
59,12.975829,352.15485,,C21H22NO4,2.99999999811007e-05,0.08519,232.11208,120.04277000000002,3-CH3+3-OH+1-OCH3,C21H22NO4,352.154336,-0.0005140000000238842,1.45959,,,37,,,,,
59,12.975829,352.15485,,C21H22NO4,2.99999999811007e-05,0.08519,232.11208,120.04277000000002,4-CH3+4-OH,C21H22NO4,352.154336,-0.0005140000000238842,1.45959,,,37,,,,0,5.022523321668225
59,12.975829,352.15485,,C21H22NO4,2.99999999811007e-05,0.08519,234.12773,118.02712,2-CH2OH+1-CH2OCH2O-,C21H22NO4,352.154336,-0.0005139999999954625,1.45959,,,37,,,,0,5.022523321668225
59,12.975829,352.15485,,C21H22NO4,2.99999999811007e-05,0.08519,234.12773,118.02712,1-OCH3+1-CH2OH+1-CH2OCH2O-,C21H22NO4,352.154336,-0.0005139999999954625,1.45959,,,37,,,,,
59,12.975829,352.15485,,C21H22NO4,2.99999999811007e-05,0.08519,234.12773,118.02712,2-OCH3+1-CH2OCH2O-,C21H22NO4,352.154336,-0.0005139999999954625,1.45959,,,37,,,,,
59,12.975829,352.15485,,C21H22NO4,2.99999999811007e-05,0.08519,234.12773,118.02712,1-CH3+2-CH2OH+1-OCH2O-,C21H22NO4,352.154336,-0.0005139999999954625,1.45959,,,37,,,,0,5.022523321668225
59,12.975829,352.15485,,C21H22NO4,2.99999999811007e-05,0.08519,234.12773,118.02712,1-CH3+3-CH2OH+1-O,C21H22NO4,352.154336,-0.0005139999999954625,1.45959,,,37,,,,0,5.022523321668225
59,12.975829,352.15485,,C21H22NO4,2.99999999811007e-05,0.08519,234.12773,118.02712,1-CH3+1-OCH3+1-CH2OH+1-OCH2O-,C21H22NO4,352.154336,-0.0005139999999954625,1.45959,,,37,,,,,
59,12.975829,352.15485,,C21H22NO4,2.99999999811007e-05,0.08519,234.12773,118.02712,1-CH3+1-OCH3+2-CH2OH+1-O,C21H22NO4,352.154336,-0.0005139999999954625,1.45959,,,37,,,,,
59,12.975829,352.15485,,C21H22NO4,2.99999999811007e-05,0.08519,234.12773,118.02712,1-CH3+2-OCH3+1-OCH2O-,C21H22NO4,352.154336,-0.0005139999999954625,1.45959,,,37,,,,,
59,12.975829,352.15485,,C21H22NO4,2.99999999811007e-05,0.08519,234.12773,118.02712,1-CH3+2-OCH3+1-CH2OH+1-O,C21H22NO4,352.154336,-0.0005139999999954625,1.45959,,,37,,,,,
59,12.975829,352.15485,,C21H22NO4,2.99999999811007e-05,0.08519,234.12773,118.02712,1-CH3+3-OCH3+1-O,C21H22NO4,352.154336,-0.0005139999999954625,1.45959,,,37,,,,,
59,12.975829,352.15485,,C21H22NO4,2.99999999811007e-05,0.08519,234.12773,118.02712,1-CH3+1-OH+1-CH2OH+1-CH2OCH2O-,C21H22NO4,352.154336,-0.0005139999999954625,1.45959,,,37,,,,0,5.022523321668225
59,12.975829,352.15485,,C21H22NO4,2.99999999811007e-05,0.08519,234.12773,118.02712,1-CH3+1-OH+1-OCH3+1-CH2OCH2O-,C21H22NO4,352.154336,-0.0005139999999954625,1.45959,,,37,,,,,
59,12.975829,352.15485,,C21H22NO4,2.99999999811007e-05,0.08519,234.12773,118.02712,2-CH3+1-OH+1-CH2OH+1-OCH2O-,C21H22NO4,352.154336,-0.0005139999999954625,1.45959,,,37,,,,0,5.022523321668225
59,12.975829,352.15485,,C21H22NO4,2.99999999811007e-05,0.08519,234.12773,118.02712,2-CH3+1-OH+2-CH2OH+1-O,C21H22NO4,352.154336,-0.0005139999999954625,1.45959,,,37,,,,0,5.022523321668225
59,12.975829,352.15485,,C21H22NO4,2.99999999811007e-05,0.08519,234.12773,118.02712,2-CH3+1-OH+1-OCH3+1-OCH2O-,C21H22NO4,352.154336,-0.0005139999999954625,1.45959,,,37,,,,,
59,12.975829,352.15485,,C21H22NO4,2.99999999811007e-05,0.08519,234.12773,118.02712,2-CH3+1-OH+1-OCH3+1-CH2OH+1-O,C21H22NO4,352.154336,-0.0005139999999954625,1.45959,,,37,,,,,
59,12.975829,352.15485,,C21H22NO4,2.99999999811007e-05,0.08519,234.12773,118.02712,2-CH3+1-OH+2-OCH3+1-O,C21H22NO4,352.154336,-0.0005139999999954625,1.45959,,,37,,,,,
59,12.975829,352.15485,,C21H22NO4,2.99999999811007e-05,0.08519,234.12773,118.02712,2-CH3+2-OH+1-CH2OCH2O-,C21H22NO4,352.154336,-0.0005139999999954625,1.45959,,,37,,,,0,5.022523321668225
59,12.975829,352.15485,,C21H22NO4,2.99999999811007e-05,0.08519,234.12773,118.02712,3-CH3+2-OH+1-OCH2O-,C21H22NO4,352.154336,-0.0005139999999954625,1.45959,,,37,,,,0,5.022523321668225
59,12.975829,352.15485,,C21H22NO4,2.99999999811007e-05,0.08519,234.12773,118.02712,3-CH3+2-OH+1-CH2OH+1-O,C21H22NO4,352.154336,-0.0005139999999954625,1.45959,,,37,,,,0,5.022523321668225
59,12.975829,352.15485,,C21H22NO4,2.99999999811007e-05,0.08519,234.12773,118.02712,3-CH3+2-OH+1-OCH3+1-O,C21H22NO4,352.154336,-0.0005139999999954625,1.45959,,,37,,,,,
59,12.975829,352.15485,,C21H22NO4,2.99999999811007e-05,0.08519,234.12773,118.02712,4-CH3+3-OH+1-O,C21H22NO4,352.154336,-0.0005139999999954625,1.45959,,,37,,,,0,5.022523321668225
60,14.180364,352.15494,,C21H22NO4,-6.000000001904482e-05,-0.17038,232.11208,120.04286000000002,4-CH2OH,C21H22NO4,352.154336,-0.0006040000000240298,1.71515,,,37,file:\\\C:\work\MS-SMART\results\20230420-XTW-HCD110\_ID60_ppm4=5_352.15494.html,278.08032 (100.0) / 220.0753 (67.8) / 235.06219 (39.9) / 232.07533 (38.5) / 234.09073 (34.2) / 250.08562 (33.5) / 248.06999 (33.0) / 263.05737 (32.7) / 262.0856 (29.7) / 294.07541 (28.7) / 233.08313 (27.1) / 246.09067 (27.0) / 204.08037 (23.2) / 290.08084 (22.9) / 249.07773 (22.3) / 318.07547 (21.1) / 274.08597 (16.5) / 277.07324 (16.3) / 260.07016 (16.3) / 276.06534 (15.0) / ,352.15359 (100.0) / 336.12231 (77.1) / 308.12744 (47.4) / 337.1301 (40.8) / 294.11188 (32.7) / 292.09628 (28.6) / 322.10663 (23.7) / 320.09109 (23.4) / 320.12787 (14.6) / 278.08066 (13.4) / 304.09567 (6.9) / 321.09955 (6.2) / 279.08905 (5.5) / 264.10168 (4.9) / 334.10654 (4.4) / 293.10382 (4.2) / 141.06976 (3.0) / 323.11356 (3.0) / 307.08359 (2.9) / 250.0854 (2.8) / ,0,1.2152739875530885
60,14.180364,352.15494,,C21H22NO4,-6.000000001904482e-05,-0.17038,232.11208,120.04286000000002,1-OCH3+3-CH2OH,C21H22NO4,352.154336,-0.0006040000000240298,1.71515,,,37,,,,,
60,14.180364,352.15494,,C21H22NO4,-6.000000001904482e-05,-0.17038,232.11208,120.04286000000002,2-OCH3+2-CH2OH,C21H22NO4,352.154336,-0.0006040000000240298,1.71515,,,37,,,,,
60,14.180364,352.15494,,C21H22NO4,-6.000000001904482e-05,-0.17038,232.11208,120.04286000000002,3-OCH3+1-CH2OH,C21H22NO4,352.154336,-0.0006040000000240298,1.71515,,,37,,,,,
60,14.180364,352.15494,,C21H22NO4,-6.000000001904482e-05,-0.17038,232.11208,120.04286000000002,4-OCH3,C21H22NO4,352.154336,-0.0006040000000240298,1.71515,,,37,,,,,
60,14.180364,352.15494,,C21H22NO4,-6.000000001904482e-05,-0.17038,232.11208,120.04286000000002,1-CH3+1-OH+3-CH2OH,C21H22NO4,352.154336,-0.0006040000000240298,1.71515,,,37,,,,0,1.2152739875530885
60,14.180364,352.15494,,C21H22NO4,-6.000000001904482e-05,-0.17038,232.11208,120.04286000000002,1-CH3+1-OH+1-OCH3+2-CH2OH,C21H22NO4,352.154336,-0.0006040000000240298,1.71515,,,37,,,,,
60,14.180364,352.15494,,C21H22NO4,-6.000000001904482e-05,-0.17038,232.11208,120.04286000000002,1-CH3+1-OH+2-OCH3+1-CH2OH,C21H22NO4,352.154336,-0.0006040000000240298,1.71515,,,37,,,,,
60,14.180364,352.15494,,C21H22NO4,-6.000000001904482e-05,-0.17038,232.11208,120.04286000000002,1-CH3+1-OH+3-OCH3,C21H22NO4,352.154336,-0.0006040000000240298,1.71515,,,37,,,,,
60,14.180364,352.15494,,C21H22NO4,-6.000000001904482e-05,-0.17038,232.11208,120.04286000000002,2-CH3+2-OH+2-CH2OH,C21H22NO4,352.154336,-0.0006040000000240298,1.71515,,,37,,,,0,1.2152739875530885
60,14.180364,352.15494,,C21H22NO4,-6.000000001904482e-05,-0.17038,232.11208,120.04286000000002,2-CH3+2-OH+1-OCH3+1-CH2OH,C21H22NO4,352.154336,-0.0006040000000240298,1.71515,,,37,,,,,
60,14.180364,352.15494,,C21H22NO4,-6.000000001904482e-05,-0.17038,232.11208,120.04286000000002,2-CH3+2-OH+2-OCH3,C21H22NO4,352.154336,-0.0006040000000240298,1.71515,,,37,,,,,
60,14.180364,352.15494,,C21H22NO4,-6.000000001904482e-05,-0.17038,232.11208,120.04286000000002,3-CH3+3-OH+1-CH2OH,C21H22NO4,352.154336,-0.0006040000000240298,1.71515,,,37,,,,0,1.2152739875530885
60,14.180364,352.15494,,C21H22NO4,-6.000000001904482e-05,-0.17038,232.11208,120.04286000000002,3-CH3+3-OH+1-OCH3,C21H22NO4,352.154336,-0.0006040000000240298,1.71515,,,37,,,,,
60,14.180364,352.15494,,C21H22NO4,-6.000000001904482e-05,-0.17038,232.11208,120.04286000000002,4-CH3+4-OH,C21H22NO4,352.154336,-0.0006040000000240298,1.71515,,,37,,,,0,1.2152739875530885
60,14.180364,352.15494,,C21H22NO4,-6.000000001904482e-05,-0.17038,234.12773,118.02721,2-CH2OH+1-CH2OCH2O-,C21H22NO4,352.154336,-0.000603999999995608,1.71515,,,37,,,,0,1.2152739875530885
60,14.180364,352.15494,,C21H22NO4,-6.000000001904482e-05,-0.17038,234.12773,118.02721,1-OCH3+1-CH2OH+1-CH2OCH2O-,C21H22NO4,352.154336,-0.000603999999995608,1.71515,,,37,,,,,
60,14.180364,352.15494,,C21H22NO4,-6.000000001904482e-05,-0.17038,234.12773,118.02721,2-OCH3+1-CH2OCH2O-,C21H22NO4,352.154336,-0.000603999999995608,1.71515,,,37,,,,,
60,14.180364,352.15494,,C21H22NO4,-6.000000001904482e-05,-0.17038,234.12773,118.02721,1-CH3+2-CH2OH+1-OCH2O-,C21H22NO4,352.154336,-0.000603999999995608,1.71515,,,37,,,,0,1.2152739875530885
60,14.180364,352.15494,,C21H22NO4,-6.000000001904482e-05,-0.17038,234.12773,118.02721,1-CH3+3-CH2OH+1-O,C21H22NO4,352.154336,-0.000603999999995608,1.71515,,,37,,,,0,1.2152739875530885
60,14.180364,352.15494,,C21H22NO4,-6.000000001904482e-05,-0.17038,234.12773,118.02721,1-CH3+1-OCH3+1-CH2OH+1-OCH2O-,C21H22NO4,352.154336,-0.000603999999995608,1.71515,,,37,,,,,
60,14.180364,352.15494,,C21H22NO4,-6.000000001904482e-05,-0.17038,234.12773,118.02721,1-CH3+1-OCH3+2-CH2OH+1-O,C21H22NO4,352.154336,-0.000603999999995608,1.71515,,,37,,,,,
60,14.180364,352.15494,,C21H22NO4,-6.000000001904482e-05,-0.17038,234.12773,118.02721,1-CH3+2-OCH3+1-OCH2O-,C21H22NO4,352.154336,-0.000603999999995608,1.71515,,,37,,,,,
60,14.180364,352.15494,,C21H22NO4,-6.000000001904482e-05,-0.17038,234.12773,118.02721,1-CH3+2-OCH3+1-CH2OH+1-O,C21H22NO4,352.154336,-0.000603999999995608,1.71515,,,37,,,,,
